BatteryID,Brand,Category,SubCategory,BatteryChemistry,CellCount_S,Voltage_V,Capacity_mAh,DischargeRate_C,Energy_Wh,ConnectorType,IntendedUse,CompatibleDroneType
BAT-0210,HRB,Batteries,Industrial LiPo Battery,LiPo,3,11.1,1300,50,14.43,XT30,Cinematic FPV,FPV
BAT-0211,Tattu,Batteries,Industrial LiPo Battery,LiPo,5,18.5,2200,50,40.7,XT30,Cinematic FPV,FPV
BAT-0212,Turnigy,Batteries,LiPo FPV Battery,LiPo,10,37,8000,80,296,XT30,Trainer Drone,FPV
BAT-0213,Grepow,Batteries,LiPo FPV Battery,Li-ion,10,37,22000,120,814,XT30,Trainer Drone,FPV
BAT-0214,Turnigy,Batteries,LiPo FPV Battery,Li-ion,5,18.5,2200,120,40.7,XT60,Freestyle / Racing,FPV
BAT-0215,Gaoneng,Batteries,Smart Battery (UAV),LiPo,8,29.6,8000,50,236.8,AS150,Cinematic FPV,FPV
BAT-0216,Youme,Batteries,LiPo FPV Battery,LiPo,6,22.2,1800,75,39.96,XT60,Cinematic FPV,FPV
BAT-0217,Grepow,Batteries,LiPo FPV Battery,LiPo,5,18.5,1100,100,20.35,XT30,Mapping / Survey UAV,Industrial
BAT-0218,Zeee,Batteries,LiPo FPV Battery,LiPo,10,37,12000,80,444,XT90,Beginner FPV,FPV
BAT-0219,Zeee,Batteries,Industrial LiPo Battery,Li-ion,6,22.2,2200,50,48.84,XT90,Mapping / Survey UAV,Industrial
BAT-0220,Herewin,Batteries,LiPo FPV Battery,Li-ion,6,22.2,1100,75,24.42,XT90,Mapping / Survey UAV,Industrial
BAT-0221,CNHL,Batteries,LiPo FPV Battery,Li-ion,4,14.8,5200,50,76.96,AS150,Mapping / Survey UAV,Industrial
BAT-0222,Gaoneng,Batteries,LiPo FPV Battery,LiPo,10,37,16000,100,592,XT30,Trainer Drone,FPV
BAT-0223,Flywoo,Batteries,LiPo FPV Battery,LiPo,8,29.6,22000,80,651.2,XT90,Freestyle / Racing,FPV
BAT-0224,Tattu,Batteries,LiPo FPV Battery,LiPo,4,14.8,850,100,12.58,XT90,Long Range FPV,FPV
BAT-0225,Herewin,Batteries,Smart Battery (UAV),LiPo,12,44.4,12000,75,532.8,XT90,Long Range FPV,FPV
BAT-0226,Herewin,Batteries,Industrial LiPo Battery,Li-ion,3,11.1,2200,80,24.42,AS150,Heavy Lift UAV,Agricultural
BAT-0227,Ovonic,Batteries,LiPo FPV Battery,LiPo,8,29.6,8000,120,236.8,XT30,Trainer Drone,FPV
BAT-0228,Bonka,Batteries,Industrial LiPo Battery,LiPo,10,37,12000,50,444,XT60,Beginner FPV,FPV
BAT-0229,Zeee,Batteries,Smart Battery (UAV),LiPo,8,29.6,12000,50,355.2,XT60,Freestyle FPV,FPV
BAT-0230,Turnigy,Batteries,LiPo FPV Battery,LiPo,4,14.8,850,80,12.58,AS150,Cinematic FPV,FPV
BAT-0231,Zeee,Batteries,LiPo FPV Battery,LiPo,5,18.5,2200,80,40.7,XT30,Long Range FPV,FPV
BAT-0232,Dinogy,Batteries,Industrial LiPo Battery,Li-ion,10,37,20000,100,740,AS150,Cinematic FPV,FPV
BAT-0233,Dinogy,Batteries,Smart Battery (UAV),LiPo,3,11.1,1800,80,19.98,AS150,Heavy Lift UAV,Agricultural
BAT-0234,Herewin,Batteries,LiPo FPV Battery,LiPo,4,14.8,1300,120,19.24,XT30,Beginner FPV,FPV
BAT-0235,Pulse,Batteries,LiPo FPV Battery,LiPo,12,44.4,12000,100,532.8,AS150,Beginner FPV,FPV
BAT-0236,Grepow,Batteries,LiPo FPV Battery,Li-ion,3,11.1,1800,50,19.98,XT60,Cinematic FPV,FPV
BAT-0237,Grepow,Batteries,Industrial LiPo Battery,LiPo,10,37,12000,50,444,XT30,Heavy Lift UAV,Agricultural
BAT-0238,Pulse,Batteries,LiPo FPV Battery,Li-ion,10,37,16000,80,592,AS150,Freestyle FPV,FPV
BAT-0239,Gaoneng,Batteries,Smart Battery (UAV),Li-ion,5,18.5,2600,75,48.1,XT90,Freestyle FPV,FPV
BAT-0240,GNB,Batteries,Industrial LiPo Battery,LiPo,4,14.8,2200,50,32.56,XT60,Mapping / Survey UAV,Industrial
BAT-0241,HRB,Batteries,Smart Battery (UAV),LiPo,5,18.5,1500,80,27.75,AS150,Beginner FPV,FPV
BAT-0242,HRB,Batteries,LiPo FPV Battery,LiPo,8,29.6,22000,120,651.2,AS150,Beginner FPV,FPV
BAT-0243,Tattu,Batteries,Industrial LiPo Battery,Li-ion,10,37,12000,50,444,XT60,Mapping / Survey UAV,Industrial
BAT-0244,Pulse,Batteries,LiPo FPV Battery,Li-ion,12,44.4,12000,80,532.8,XT60,Beginner FPV,FPV
BAT-0245,BetaFPV,Batteries,LiPo FPV Battery,LiPo,4,14.8,1500,75,22.2,XT30,Freestyle FPV,FPV
BAT-0246,Gaoneng,Batteries,Smart Battery (UAV),LiPo,5,18.5,1500,100,27.75,XT30,Freestyle FPV,FPV
BAT-0247,Turnigy,Batteries,LiPo FPV Battery,LiPo,6,22.2,2200,120,48.84,XT30,Freestyle / Racing,FPV
BAT-0248,Ovonic,Batteries,LiPo FPV Battery,LiPo,10,37,12000,50,444,XT90,Trainer Drone,FPV
BAT-0249,Youme,Batteries,Industrial LiPo Battery,LiPo,12,44.4,8000,80,355.2,XT60,Freestyle FPV,FPV
BAT-0250,Grepow,Batteries,LiPo FPV Battery,LiPo,12,44.4,20000,50,888,AS150,Trainer Drone,FPV
BAT-0251,Grepow,Batteries,LiPo FPV Battery,LiPo,4,14.8,850,80,12.58,AS150,Long Range FPV,FPV
BAT-0252,GNB,Batteries,Smart Battery (UAV),LiPo,4,14.8,1000,75,14.8,AS150,Long Range FPV,FPV
BAT-0253,Tattu,Batteries,LiPo FPV Battery,LiPo,5,18.5,1300,80,24.05,AS150,Cinematic FPV,FPV
BAT-0254,GNB,Batteries,Smart Battery (UAV),LiPo,8,29.6,16000,120,473.6,XT30,Cinematic FPV,FPV
BAT-0255,Youme,Batteries,LiPo FPV Battery,LiPo,12,44.4,20000,75,888,XT30,Freestyle FPV,FPV
BAT-0256,Flywoo,Batteries,LiPo FPV Battery,LiPo,3,11.1,1800,120,19.98,XT90,Cinematic FPV,FPV
BAT-0257,Ovonic,Batteries,LiPo FPV Battery,Li-ion,12,44.4,22000,80,976.8,XT60,Beginner FPV,FPV
BAT-0258,BetaFPV,Batteries,Smart Battery (UAV),LiPo,10,37,12000,100,444,AS150,Mapping / Survey UAV,Industrial
BAT-0259,Gaoneng,Batteries,Industrial LiPo Battery,Li-ion,6,22.2,1300,50,28.86,XT90,Freestyle / Racing,FPV
BAT-0260,Gaoneng,Batteries,LiPo FPV Battery,LiPo,10,37,8000,80,296,AS150,Long Range FPV,FPV
BAT-0261,Tattu,Batteries,LiPo FPV Battery,Li-ion,4,14.8,1000,50,14.8,XT30,Trainer Drone,FPV
BAT-0262,Gaoneng,Batteries,LiPo FPV Battery,LiPo,10,37,22000,100,814,AS150,Cinematic FPV,FPV
BAT-0263,Pulse,Batteries,LiPo FPV Battery,LiPo,5,18.5,2200,120,40.7,XT60,Long Range FPV,FPV
BAT-0264,Zeee,Batteries,LiPo FPV Battery,LiPo,6,22.2,1100,50,24.42,XT90,Trainer Drone,FPV
BAT-0265,BetaFPV,Batteries,LiPo FPV Battery,LiPo,10,37,22000,100,814,XT90,Beginner FPV,FPV
BAT-0266,Tattu,Batteries,LiPo FPV Battery,LiPo,4,14.8,5200,100,76.96,XT90,Trainer Drone,FPV
BAT-0267,Grepow,Batteries,Smart Battery (UAV),Li-ion,4,14.8,2200,120,32.56,AS150,Cinematic FPV,FPV
BAT-0268,BetaFPV,Batteries,Industrial LiPo Battery,LiPo,10,37,8000,80,296,XT90,Cinematic FPV,FPV
BAT-0269,BetaFPV,Batteries,LiPo FPV Battery,LiPo,12,44.4,20000,50,888,XT60,Heavy Lift UAV,Agricultural
BAT-0270,HRB,Batteries,LiPo FPV Battery,LiPo,6,22.2,1300,75,28.86,AS150,Long Range FPV,FPV
BAT-0271,Flywoo,Batteries,LiPo FPV Battery,LiPo,4,14.8,1800,50,26.64,AS150,Mapping / Survey UAV,Industrial
BAT-0272,HRB,Batteries,Industrial LiPo Battery,LiPo,12,44.4,8000,80,355.2,XT90,Beginner FPV,FPV
BAT-0273,Herewin,Batteries,LiPo FPV Battery,LiPo,6,22.2,2600,80,57.72,XT30,Trainer Drone,FPV
BAT-0274,HRB,Batteries,LiPo FPV Battery,LiPo,4,14.8,850,100,12.58,XT60,Beginner FPV,FPV
BAT-0275,Dinogy,Batteries,Industrial LiPo Battery,LiPo,8,29.6,8000,50,236.8,XT60,Freestyle / Racing,FPV
BAT-0276,CNHL,Batteries,Smart Battery (UAV),LiPo,4,14.8,2200,50,32.56,XT60,Freestyle FPV,FPV
BAT-0277,Zeee,Batteries,LiPo FPV Battery,LiPo,5,18.5,1500,50,27.75,XT30,Cinematic FPV,FPV
BAT-0278,Dinogy,Batteries,LiPo FPV Battery,LiPo,8,29.6,22000,80,651.2,XT90,Cinematic FPV,FPV
BAT-0279,Gaoneng,Batteries,LiPo FPV Battery,LiPo,8,29.6,8000,50,236.8,XT30,Freestyle FPV,FPV
BAT-0280,GNB,Batteries,LiPo FPV Battery,LiPo,5,18.5,2600,50,48.1,XT60,Heavy Lift UAV,Agricultural
BAT-0281,Zeee,Batteries,LiPo FPV Battery,Li-ion,10,37,20000,120,740,XT60,Beginner FPV,FPV
BAT-0282,BetaFPV,Batteries,Smart Battery (UAV),LiPo,4,14.8,1500,120,22.2,XT90,Long Range FPV,FPV
BAT-0283,BetaFPV,Batteries,LiPo FPV Battery,LiPo,8,29.6,22000,100,651.2,AS150,Freestyle FPV,FPV
BAT-0284,BetaFPV,Batteries,Smart Battery (UAV),LiPo,5,18.5,1100,120,20.35,XT90,Beginner FPV,FPV
BAT-0285,Gaoneng,Batteries,LiPo FPV Battery,Li-ion,4,14.8,5200,50,76.96,XT90,Cinematic FPV,FPV
BAT-0286,Youme,Batteries,LiPo FPV Battery,LiPo,6,22.2,1100,120,24.42,AS150,Trainer Drone,FPV
BAT-0287,Flywoo,Batteries,Smart Battery (UAV),LiPo,4,14.8,2200,100,32.56,XT90,Long Range FPV,FPV
BAT-0288,CNHL,Batteries,Smart Battery (UAV),Li-ion,12,44.4,12000,50,532.8,XT60,Freestyle / Racing,FPV
BAT-0289,Ovonic,Batteries,Industrial LiPo Battery,LiPo,12,44.4,12000,120,532.8,AS150,Long Range FPV,FPV
BAT-0290,Youme,Batteries,LiPo FPV Battery,Li-ion,5,18.5,1100,80,20.35,XT90,Mapping / Survey UAV,Industrial
BAT-0291,Herewin,Batteries,LiPo FPV Battery,LiPo,5,18.5,1800,120,33.3,XT60,Trainer Drone,FPV
BAT-0292,Zeee,Batteries,LiPo FPV Battery,LiPo,10,37,8000,120,296,XT30,Mapping / Survey UAV,Industrial
BAT-0293,HRB,Batteries,LiPo FPV Battery,LiPo,5,18.5,2200,50,40.7,XT30,Trainer Drone,FPV
BAT-0294,Gaoneng,Batteries,LiPo FPV Battery,Li-ion,4,14.8,1000,50,14.8,XT60,Beginner FPV,FPV
BAT-0295,Herewin,Batteries,Smart Battery (UAV),Li-ion,8,29.6,8000,120,236.8,AS150,Freestyle FPV,FPV
BAT-0296,Flywoo,Batteries,LiPo FPV Battery,LiPo,6,22.2,1500,50,33.3,XT30,Heavy Lift UAV,Agricultural
BAT-0297,Ovonic,Batteries,LiPo FPV Battery,LiPo,3,11.1,2200,100,24.42,XT60,Freestyle FPV,FPV
BAT-0298,BetaFPV,Batteries,LiPo FPV Battery,Li-ion,4,14.8,5200,80,76.96,XT90,Freestyle FPV,FPV
BAT-0299,Zeee,Batteries,LiPo FPV Battery,LiPo,8,29.6,8000,80,236.8,XT60,Mapping / Survey UAV,Industrial
BAT-0300,HRB,Batteries,LiPo FPV Battery,Li-ion,8,29.6,12000,50,355.2,XT30,Trainer Drone,FPV
