BuildID,BuildType,FrameID,MotorID,PropellerID,ESCID,BatteryID,FlightControllerID,CompatibilityStatus,RecommendedUse
BLD-0195,Racing Build,FRM-0202,MTR-0117,PROP-0188,ESC-0160,BAT-0147,FC-0368,Compatible,Cinematic FPV
BLD-0196,Mapping UAV Build,FRM-0420,MTR-0410,PROP-0271,ESC-0075,BAT-0024,FC-0289,Compatible,Racing FPV
BLD-0197,5in Freestyle Build,FRM-0286,MTR-0303,PROP-0120,ESC-0102,BAT-0269,FC-0236,Compatible,Mapping / Survey
BLD-0198,Racing Build,FRM-0011,MTR-0164,PROP-0285,ESC-0127,BAT-0078,FC-0191,Compatible,Agriculture Monitoring
BLD-0199,Racing Build,FRM-0108,MTR-0361,PROP-0224,ESC-0126,BAT-0149,FC-0233,Compatible,Agriculture Monitoring
BLD-0200,3in Cinewhoop Build,FRM-0480,MTR-0115,PROP-0165,ESC-0267,BAT-0228,FC-0093,Compatible,Freestyle FPV
BLD-0201,3in Cinewhoop Build,FRM-0038,MTR-0059,PROP-0062,ESC-0232,BAT-0233,FC-0103,Compatible,Cinematic FPV
BLD-0202,Mapping UAV Build,FRM-0065,MTR-0443,PROP-0067,ESC-0238,BAT-0069,FC-0269,Compatible,Mapping / Survey
BLD-0203,7in Long Range Build,FRM-0049,MTR-0140,PROP-0036,ESC-0226,BAT-0239,FC-0105,Compatible,Mapping / Survey
BLD-0204,Agriculture Scout Build,FRM-0387,MTR-0350,PROP-0271,ESC-0114,BAT-0224,FC-0111,Compatible,Mapping / Survey
BLD-0205,Mapping UAV Build,FRM-0064,MTR-0334,PROP-0081,ESC-0205,BAT-0165,FC-0098,Compatible,Long Range FPV
BLD-0206,Micro Whoop Build,FRM-0304,MTR-0016,PROP-0271,ESC-0151,BAT-0042,FC-0281,Compatible,Mapping / Survey
BLD-0207,Mapping UAV Build,FRM-0274,MTR-0126,PROP-0105,ESC-0049,BAT-0067,FC-0269,Compatible,Racing FPV
BLD-0208,Racing Build,FRM-0374,MTR-0150,PROP-0175,ESC-0221,BAT-0177,FC-0223,Compatible,Agriculture Monitoring
BLD-0209,7in Long Range Build,FRM-0277,MTR-0151,PROP-0184,ESC-0158,BAT-0045,FC-0042,Compatible,Racing FPV
BLD-0210,Micro Whoop Build,FRM-0112,MTR-0226,PROP-0107,ESC-0179,BAT-0104,FC-0208,Compatible,Mapping / Survey
BLD-0211,5in Freestyle Build,FRM-0260,MTR-0397,PROP-0290,ESC-0240,BAT-0149,FC-0263,Compatible,Freestyle FPV
BLD-0212,Mapping UAV Build,FRM-0324,MTR-0208,PROP-0098,ESC-0039,BAT-0264,FC-0180,Compatible,Mapping / Survey
BLD-0213,3in Cinewhoop Build,FRM-0205,MTR-0327,PROP-0196,ESC-0185,BAT-0282,FC-0335,Compatible,Long Range FPV
BLD-0214,Mapping UAV Build,FRM-0014,MTR-0475,PROP-0286,ESC-0044,BAT-0292,FC-0056,Compatible,Freestyle FPV
BLD-0215,Racing Build,FRM-0167,MTR-0348,PROP-0038,ESC-0226,BAT-0282,FC-0138,Compatible,Agriculture Monitoring
BLD-0216,3in Cinewhoop Build,FRM-0334,MTR-0392,PROP-0247,ESC-0005,BAT-0177,FC-0182,Compatible,Mapping / Survey
BLD-0217,Micro Whoop Build,FRM-0257,MTR-0259,PROP-0277,ESC-0274,BAT-0183,FC-0092,Compatible,Long Range FPV
BLD-0218,3in Cinewhoop Build,FRM-0065,MTR-0251,PROP-0154,ESC-0077,BAT-0051,FC-0144,Compatible,Mapping / Survey
BLD-0219,Micro Whoop Build,FRM-0250,MTR-0453,PROP-0116,ESC-0298,BAT-0225,FC-0254,Compatible,Racing FPV
BLD-0220,Agriculture Scout Build,FRM-0408,MTR-0480,PROP-0215,ESC-0015,BAT-0020,FC-0189,Compatible,Racing FPV
BLD-0221,Micro Whoop Build,FRM-0167,MTR-0421,PROP-0147,ESC-0079,BAT-0102,FC-0204,Compatible,Agriculture Monitoring
BLD-0222,Agriculture Scout Build,FRM-0486,MTR-0166,PROP-0258,ESC-0012,BAT-0195,FC-0006,Compatible,Freestyle FPV
BLD-0223,Agriculture Scout Build,FRM-0152,MTR-0337,PROP-0117,ESC-0274,BAT-0090,FC-0058,Compatible,Mapping / Survey
BLD-0224,Agriculture Scout Build,FRM-0198,MTR-0389,PROP-0290,ESC-0263,BAT-0097,FC-0218,Compatible,Long Range FPV
BLD-0225,Micro Whoop Build,FRM-0270,MTR-0058,PROP-0138,ESC-0110,BAT-0127,FC-0096,Compatible,Long Range FPV
BLD-0226,5in Freestyle Build,FRM-0161,MTR-0482,PROP-0057,ESC-0157,BAT-0214,FC-0222,Compatible,Racing FPV
BLD-0227,Mapping UAV Build,FRM-0297,MTR-0085,PROP-0152,ESC-0084,BAT-0262,FC-0153,Compatible,Racing FPV
BLD-0228,3in Cinewhoop Build,FRM-0422,MTR-0378,PROP-0266,ESC-0071,BAT-0192,FC-0224,Compatible,Racing FPV
BLD-0229,Agriculture Scout Build,FRM-0068,MTR-0333,PROP-0081,ESC-0069,BAT-0253,FC-0283,Compatible,Mapping / Survey
BLD-0230,5in Freestyle Build,FRM-0061,MTR-0143,PROP-0035,ESC-0025,BAT-0003,FC-0327,Compatible,Freestyle FPV
BLD-0231,7in Long Range Build,FRM-0340,MTR-0264,PROP-0139,ESC-0190,BAT-0107,FC-0023,Compatible,Mapping / Survey
BLD-0232,Agriculture Scout Build,FRM-0477,MTR-0462,PROP-0193,ESC-0262,BAT-0057,FC-0290,Compatible,Mapping / Survey
BLD-0233,3in Cinewhoop Build,FRM-0050,MTR-0296,PROP-0227,ESC-0187,BAT-0078,FC-0095,Compatible,Freestyle FPV
BLD-0234,Racing Build,FRM-0270,MTR-0111,PROP-0234,ESC-0179,BAT-0115,FC-0242,Compatible,Agriculture Monitoring
BLD-0235,7in Long Range Build,FRM-0301,MTR-0304,PROP-0101,ESC-0287,BAT-0293,FC-0166,Compatible,Mapping / Survey
BLD-0236,7in Long Range Build,FRM-0483,MTR-0271,PROP-0242,ESC-0067,BAT-0241,FC-0023,Compatible,Agriculture Monitoring
BLD-0237,7in Long Range Build,FRM-0434,MTR-0195,PROP-0028,ESC-0052,BAT-0133,FC-0354,Compatible,Mapping / Survey
BLD-0238,5in Freestyle Build,FRM-0269,MTR-0378,PROP-0261,ESC-0217,BAT-0060,FC-0217,Compatible,Long Range FPV
BLD-0239,3in Cinewhoop Build,FRM-0075,MTR-0244,PROP-0010,ESC-0208,BAT-0263,FC-0345,Compatible,Racing FPV
BLD-0240,Racing Build,FRM-0421,MTR-0002,PROP-0020,ESC-0010,BAT-0262,FC-0315,Compatible,Agriculture Monitoring
BLD-0241,Agriculture Scout Build,FRM-0497,MTR-0238,PROP-0264,ESC-0194,BAT-0081,FC-0207,Compatible,Agriculture Monitoring
BLD-0242,Racing Build,FRM-0400,MTR-0420,PROP-0146,ESC-0060,BAT-0124,FC-0334,Compatible,Freestyle FPV
BLD-0243,3in Cinewhoop Build,FRM-0274,MTR-0190,PROP-0073,ESC-0223,BAT-0163,FC-0258,Compatible,Cinematic FPV
BLD-0244,3in Cinewhoop Build,FRM-0116,MTR-0305,PROP-0240,ESC-0146,BAT-0207,FC-0168,Compatible,Racing FPV
BLD-0245,Racing Build,FRM-0017,MTR-0241,PROP-0221,ESC-0155,BAT-0262,FC-0171,Compatible,Freestyle FPV
BLD-0246,Racing Build,FRM-0345,MTR-0494,PROP-0209,ESC-0099,BAT-0287,FC-0081,Compatible,Mapping / Survey
BLD-0247,7in Long Range Build,FRM-0078,MTR-0156,PROP-0176,ESC-0269,BAT-0170,FC-0049,Compatible,Racing FPV
BLD-0248,Micro Whoop Build,FRM-0111,MTR-0373,PROP-0194,ESC-0140,BAT-0028,FC-0005,Compatible,Mapping / Survey
BLD-0249,Racing Build,FRM-0359,MTR-0458,PROP-0247,ESC-0168,BAT-0087,FC-0300,Compatible,Freestyle FPV
BLD-0250,Agriculture Scout Build,FRM-0212,MTR-0344,PROP-0024,ESC-0117,BAT-0032,FC-0037,Compatible,Long Range FPV
BLD-0251,Agriculture Scout Build,FRM-0446,MTR-0207,PROP-0118,ESC-0269,BAT-0245,FC-0276,Compatible,Mapping / Survey
BLD-0252,Mapping UAV Build,FRM-0125,MTR-0090,PROP-0018,ESC-0249,BAT-0140,FC-0086,Compatible,Freestyle FPV
BLD-0253,Agriculture Scout Build,FRM-0212,MTR-0284,PROP-0207,ESC-0172,BAT-0047,FC-0061,Compatible,Mapping / Survey
BLD-0254,Micro Whoop Build,FRM-0470,MTR-0137,PROP-0298,ESC-0084,BAT-0110,FC-0345,Compatible,Racing FPV
BLD-0255,Agriculture Scout Build,FRM-0431,MTR-0498,PROP-0106,ESC-0152,BAT-0180,FC-0013,Compatible,Cinematic FPV
BLD-0256,3in Cinewhoop Build,FRM-0494,MTR-0060,PROP-0156,ESC-0168,BAT-0006,FC-0009,Compatible,Freestyle FPV
BLD-0257,7in Long Range Build,FRM-0111,MTR-0148,PROP-0079,ESC-0008,BAT-0249,FC-0160,Compatible,Agriculture Monitoring
BLD-0258,Mapping UAV Build,FRM-0299,MTR-0198,PROP-0139,ESC-0241,BAT-0245,FC-0240,Compatible,Mapping / Survey
BLD-0259,Agriculture Scout Build,FRM-0430,MTR-0059,PROP-0118,ESC-0092,BAT-0263,FC-0358,Compatible,Mapping / Survey
BLD-0260,Mapping UAV Build,FRM-0200,MTR-0275,PROP-0093,ESC-0256,BAT-0289,FC-0097,Compatible,Long Range FPV
BLD-0261,5in Freestyle Build,FRM-0205,MTR-0406,PROP-0205,ESC-0212,BAT-0152,FC-0195,Compatible,Racing FPV
BLD-0262,3in Cinewhoop Build,FRM-0045,MTR-0169,PROP-0050,ESC-0171,BAT-0069,FC-0036,Compatible,Racing FPV
BLD-0263,Mapping UAV Build,FRM-0142,MTR-0125,PROP-0272,ESC-0237,BAT-0247,FC-0235,Compatible,Mapping / Survey
BLD-0264,Agriculture Scout Build,FRM-0276,MTR-0237,PROP-0090,ESC-0293,BAT-0202,FC-0038,Compatible,Cinematic FPV
BLD-0265,Micro Whoop Build,FRM-0068,MTR-0413,PROP-0200,ESC-0151,BAT-0048,FC-0190,Compatible,Long Range FPV
BLD-0266,Racing Build,FRM-0107,MTR-0141,PROP-0063,ESC-0279,BAT-0236,FC-0260,Compatible,Cinematic FPV
BLD-0267,Micro Whoop Build,FRM-0217,MTR-0237,PROP-0106,ESC-0221,BAT-0107,FC-0243,Compatible,Long Range FPV
BLD-0268,7in Long Range Build,FRM-0341,MTR-0015,PROP-0149,ESC-0239,BAT-0139,FC-0267,Compatible,Freestyle FPV
BLD-0269,7in Long Range Build,FRM-0161,MTR-0153,PROP-0022,ESC-0192,BAT-0093,FC-0365,Compatible,Mapping / Survey
BLD-0270,Racing Build,FRM-0124,MTR-0167,PROP-0240,ESC-0086,BAT-0065,FC-0218,Compatible,Racing FPV
BLD-0271,Mapping UAV Build,FRM-0020,MTR-0149,PROP-0127,ESC-0146,BAT-0060,FC-0043,Compatible,Long Range FPV
BLD-0272,5in Freestyle Build,FRM-0204,MTR-0116,PROP-0090,ESC-0294,BAT-0283,FC-0009,Compatible,Agriculture Monitoring
BLD-0273,3in Cinewhoop Build,FRM-0033,MTR-0409,PROP-0245,ESC-0236,BAT-0012,FC-0227,Compatible,Freestyle FPV
BLD-0274,7in Long Range Build,FRM-0428,MTR-0132,PROP-0169,ESC-0133,BAT-0223,FC-0143,Compatible,Agriculture Monitoring
BLD-0275,Racing Build,FRM-0144,MTR-0006,PROP-0221,ESC-0159,BAT-0285,FC-0083,Compatible,Mapping / Survey
BLD-0276,Agriculture Scout Build,FRM-0031,MTR-0023,PROP-0006,ESC-0121,BAT-0282,FC-0312,Compatible,Freestyle FPV
BLD-0277,Racing Build,FRM-0092,MTR-0103,PROP-0219,ESC-0185,BAT-0248,FC-0027,Compatible,Freestyle FPV
BLD-0278,Racing Build,FRM-0298,MTR-0005,PROP-0300,ESC-0106,BAT-0244,FC-0346,Compatible,Cinematic FPV
BLD-0279,3in Cinewhoop Build,FRM-0176,MTR-0409,PROP-0002,ESC-0023,BAT-0061,FC-0338,Compatible,Cinematic FPV
BLD-0280,Agriculture Scout Build,FRM-0224,MTR-0176,PROP-0031,ESC-0182,BAT-0065,FC-0194,Compatible,Cinematic FPV
BLD-0281,3in Cinewhoop Build,FRM-0459,MTR-0020,PROP-0070,ESC-0037,BAT-0215,FC-0307,Compatible,Racing FPV
BLD-0282,Agriculture Scout Build,FRM-0217,MTR-0324,PROP-0244,ESC-0261,BAT-0101,FC-0095,Compatible,Racing FPV
BLD-0283,Mapping UAV Build,FRM-0176,MTR-0092,PROP-0097,ESC-0203,BAT-0110,FC-0177,Compatible,Freestyle FPV
BLD-0284,Racing Build,FRM-0457,MTR-0469,PROP-0041,ESC-0273,BAT-0007,FC-0134,Compatible,Long Range FPV
BLD-0285,Agriculture Scout Build,FRM-0449,MTR-0001,PROP-0009,ESC-0255,BAT-0196,FC-0303,Compatible,Racing FPV
BLD-0286,7in Long Range Build,FRM-0253,MTR-0487,PROP-0107,ESC-0067,BAT-0034,FC-0137,Compatible,Racing FPV
BLD-0287,Mapping UAV Build,FRM-0147,MTR-0336,PROP-0119,ESC-0246,BAT-0093,FC-0128,Compatible,Freestyle FPV
BLD-0288,Racing Build,FRM-0024,MTR-0267,PROP-0191,ESC-0247,BAT-0028,FC-0162,Compatible,Long Range FPV
BLD-0289,Racing Build,FRM-0402,MTR-0222,PROP-0076,ESC-0223,BAT-0144,FC-0331,Compatible,Racing FPV
BLD-0290,3in Cinewhoop Build,FRM-0470,MTR-0160,PROP-0190,ESC-0048,BAT-0273,FC-0283,Compatible,Agriculture Monitoring
BLD-0291,Agriculture Scout Build,FRM-0220,MTR-0452,PROP-0223,ESC-0257,BAT-0146,FC-0314,Compatible,Long Range FPV
BLD-0292,7in Long Range Build,FRM-0018,MTR-0431,PROP-0154,ESC-0029,BAT-0063,FC-0061,Compatible,Freestyle FPV
BLD-0293,7in Long Range Build,FRM-0326,MTR-0315,PROP-0250,ESC-0100,BAT-0032,FC-0253,Compatible,Freestyle FPV
BLD-0294,Racing Build,FRM-0387,MTR-0283,PROP-0271,ESC-0295,BAT-0038,FC-0149,Compatible,Cinematic FPV
BLD-0295,3in Cinewhoop Build,FRM-0216,MTR-0500,PROP-0170,ESC-0097,BAT-0182,FC-0351,Compatible,Racing FPV
BLD-0296,7in Long Range Build,FRM-0078,MTR-0403,PROP-0053,ESC-0012,BAT-0181,FC-0367,Compatible,Freestyle FPV
BLD-0297,5in Freestyle Build,FRM-0064,MTR-0478,PROP-0178,ESC-0202,BAT-0102,FC-0361,Compatible,Mapping / Survey
BLD-0298,5in Freestyle Build,FRM-0224,MTR-0238,PROP-0083,ESC-0212,BAT-0182,FC-0214,Compatible,Long Range FPV
BLD-0299,7in Long Range Build,FRM-0472,MTR-0230,PROP-0260,ESC-0114,BAT-0058,FC-0219,Compatible,Racing FPV
BLD-0300,7in Long Range Build,FRM-0206,MTR-0045,PROP-0175,ESC-0272,BAT-0038,FC-0262,Compatible,Agriculture Monitoring
BLD-0301,5in Freestyle Build,FRM-0339,MTR-0167,PROP-0068,ESC-0179,BAT-0261,FC-0150,Compatible,Racing FPV
BLD-0302,Agriculture Scout Build,FRM-0023,MTR-0298,PROP-0160,ESC-0242,BAT-0138,FC-0357,Compatible,Cinematic FPV
BLD-0303,7in Long Range Build,FRM-0171,MTR-0070,PROP-0228,ESC-0226,BAT-0198,FC-0260,Compatible,Racing FPV
BLD-0304,3in Cinewhoop Build,FRM-0389,MTR-0415,PROP-0114,ESC-0100,BAT-0129,FC-0090,Compatible,Cinematic FPV
BLD-0305,Micro Whoop Build,FRM-0205,MTR-0053,PROP-0054,ESC-0241,BAT-0180,FC-0022,Compatible,Mapping / Survey
BLD-0306,Mapping UAV Build,FRM-0353,MTR-0319,PROP-0173,ESC-0097,BAT-0125,FC-0045,Compatible,Freestyle FPV
BLD-0307,Micro Whoop Build,FRM-0141,MTR-0414,PROP-0051,ESC-0238,BAT-0076,FC-0122,Compatible,Freestyle FPV
BLD-0308,7in Long Range Build,FRM-0013,MTR-0490,PROP-0211,ESC-0159,BAT-0112,FC-0379,Compatible,Long Range FPV
BLD-0309,3in Cinewhoop Build,FRM-0489,MTR-0499,PROP-0002,ESC-0253,BAT-0021,FC-0275,Compatible,Long Range FPV
BLD-0310,Micro Whoop Build,FRM-0106,MTR-0366,PROP-0051,ESC-0281,BAT-0040,FC-0177,Compatible,Freestyle FPV
BLD-0311,7in Long Range Build,FRM-0140,MTR-0143,PROP-0128,ESC-0044,BAT-0276,FC-0034,Compatible,Mapping / Survey
BLD-0312,Racing Build,FRM-0231,MTR-0480,PROP-0089,ESC-0226,BAT-0072,FC-0102,Compatible,Freestyle FPV
BLD-0313,7in Long Range Build,FRM-0018,MTR-0082,PROP-0269,ESC-0201,BAT-0035,FC-0372,Compatible,Agriculture Monitoring
BLD-0314,Micro Whoop Build,FRM-0190,MTR-0018,PROP-0153,ESC-0035,BAT-0097,FC-0162,Compatible,Racing FPV
BLD-0315,Mapping UAV Build,FRM-0145,MTR-0152,PROP-0227,ESC-0019,BAT-0238,FC-0289,Compatible,Racing FPV
BLD-0316,Mapping UAV Build,FRM-0220,MTR-0097,PROP-0299,ESC-0121,BAT-0013,FC-0243,Compatible,Agriculture Monitoring
BLD-0317,Agriculture Scout Build,FRM-0243,MTR-0155,PROP-0212,ESC-0008,BAT-0139,FC-0139,Compatible,Agriculture Monitoring
BLD-0318,Agriculture Scout Build,FRM-0339,MTR-0144,PROP-0286,ESC-0199,BAT-0110,FC-0054,Compatible,Racing FPV
BLD-0319,7in Long Range Build,FRM-0174,MTR-0448,PROP-0266,ESC-0055,BAT-0073,FC-0332,Compatible,Mapping / Survey
BLD-0320,Agriculture Scout Build,FRM-0403,MTR-0268,PROP-0047,ESC-0028,BAT-0208,FC-0114,Compatible,Long Range FPV
BLD-0321,Racing Build,FRM-0389,MTR-0465,PROP-0087,ESC-0134,BAT-0209,FC-0322,Compatible,Mapping / Survey
BLD-0322,5in Freestyle Build,FRM-0252,MTR-0206,PROP-0057,ESC-0089,BAT-0184,FC-0077,Compatible,Cinematic FPV
BLD-0323,3in Cinewhoop Build,FRM-0323,MTR-0415,PROP-0084,ESC-0162,BAT-0181,FC-0342,Compatible,Long Range FPV
BLD-0324,Racing Build,FRM-0457,MTR-0328,PROP-0017,ESC-0175,BAT-0118,FC-0334,Compatible,Mapping / Survey
BLD-0325,Mapping UAV Build,FRM-0422,MTR-0188,PROP-0062,ESC-0074,BAT-0162,FC-0352,Compatible,Long Range FPV
BLD-0326,Racing Build,FRM-0072,MTR-0491,PROP-0030,ESC-0186,BAT-0151,FC-0365,Compatible,Racing FPV
BLD-0327,3in Cinewhoop Build,FRM-0358,MTR-0018,PROP-0069,ESC-0150,BAT-0221,FC-0020,Compatible,Racing FPV
BLD-0328,5in Freestyle Build,FRM-0372,MTR-0337,PROP-0214,ESC-0148,BAT-0023,FC-0239,Compatible,Racing FPV
BLD-0329,Mapping UAV Build,FRM-0221,MTR-0236,PROP-0098,ESC-0176,BAT-0107,FC-0209,Compatible,Long Range FPV
BLD-0330,7in Long Range Build,FRM-0467,MTR-0001,PROP-0216,ESC-0239,BAT-0133,FC-0212,Compatible,Freestyle FPV
BLD-0331,Mapping UAV Build,FRM-0318,MTR-0396,PROP-0256,ESC-0092,BAT-0254,FC-0020,Compatible,Freestyle FPV
BLD-0332,Racing Build,FRM-0372,MTR-0284,PROP-0236,ESC-0043,BAT-0038,FC-0299,Compatible,Cinematic FPV
BLD-0333,5in Freestyle Build,FRM-0095,MTR-0134,PROP-0258,ESC-0201,BAT-0135,FC-0047,Compatible,Agriculture Monitoring
BLD-0334,7in Long Range Build,FRM-0173,MTR-0315,PROP-0146,ESC-0093,BAT-0004,FC-0337,Compatible,Mapping / Survey
BLD-0335,Agriculture Scout Build,FRM-0120,MTR-0085,PROP-0164,ESC-0134,BAT-0170,FC-0372,Compatible,Cinematic FPV
BLD-0336,Micro Whoop Build,FRM-0375,MTR-0343,PROP-0080,ESC-0127,BAT-0200,FC-0139,Compatible,Freestyle FPV
BLD-0337,Agriculture Scout Build,FRM-0297,MTR-0165,PROP-0075,ESC-0098,BAT-0050,FC-0379,Compatible,Agriculture Monitoring
BLD-0338,Mapping UAV Build,FRM-0419,MTR-0048,PROP-0239,ESC-0278,BAT-0100,FC-0324,Compatible,Racing FPV
BLD-0339,Racing Build,FRM-0371,MTR-0243,PROP-0029,ESC-0299,BAT-0184,FC-0085,Compatible,Cinematic FPV
BLD-0340,7in Long Range Build,FRM-0071,MTR-0433,PROP-0086,ESC-0218,BAT-0010,FC-0239,Compatible,Agriculture Monitoring
BLD-0341,Micro Whoop Build,FRM-0019,MTR-0252,PROP-0292,ESC-0002,BAT-0031,FC-0333,Compatible,Cinematic FPV
BLD-0342,Racing Build,FRM-0166,MTR-0492,PROP-0086,ESC-0088,BAT-0140,FC-0182,Compatible,Racing FPV
BLD-0343,3in Cinewhoop Build,FRM-0006,MTR-0176,PROP-0173,ESC-0145,BAT-0299,FC-0288,Compatible,Mapping / Survey
BLD-0344,Mapping UAV Build,FRM-0060,MTR-0201,PROP-0108,ESC-0029,BAT-0118,FC-0288,Compatible,Racing FPV
BLD-0345,3in Cinewhoop Build,FRM-0255,MTR-0401,PROP-0106,ESC-0009,BAT-0155,FC-0288,Compatible,Mapping / Survey
BLD-0346,Racing Build,FRM-0476,MTR-0063,PROP-0036,ESC-0067,BAT-0278,FC-0306,Compatible,Racing FPV
BLD-0347,3in Cinewhoop Build,FRM-0024,MTR-0414,PROP-0209,ESC-0085,BAT-0069,FC-0230,Compatible,Mapping / Survey
BLD-0348,Racing Build,FRM-0422,MTR-0415,PROP-0219,ESC-0251,BAT-0048,FC-0050,Compatible,Long Range FPV
BLD-0349,5in Freestyle Build,FRM-0286,MTR-0117,PROP-0265,ESC-0081,BAT-0019,FC-0040,Compatible,Cinematic FPV
BLD-0350,Mapping UAV Build,FRM-0263,MTR-0366,PROP-0044,ESC-0257,BAT-0247,FC-0342,Compatible,Long Range FPV
BLD-0351,3in Cinewhoop Build,FRM-0289,MTR-0423,PROP-0235,ESC-0098,BAT-0016,FC-0341,Compatible,Cinematic FPV
BLD-0352,Mapping UAV Build,FRM-0313,MTR-0280,PROP-0279,ESC-0122,BAT-0047,FC-0104,Compatible,Agriculture Monitoring
BLD-0353,5in Freestyle Build,FRM-0183,MTR-0303,PROP-0279,ESC-0161,BAT-0146,FC-0296,Compatible,Freestyle FPV
BLD-0354,3in Cinewhoop Build,FRM-0162,MTR-0483,PROP-0125,ESC-0149,BAT-0074,FC-0321,Compatible,Mapping / Survey
BLD-0355,7in Long Range Build,FRM-0392,MTR-0230,PROP-0071,ESC-0274,BAT-0161,FC-0183,Compatible,Racing FPV
BLD-0356,5in Freestyle Build,FRM-0361,MTR-0142,PROP-0170,ESC-0135,BAT-0280,FC-0043,Compatible,Agriculture Monitoring
BLD-0357,7in Long Range Build,FRM-0457,MTR-0066,PROP-0051,ESC-0222,BAT-0229,FC-0044,Compatible,Long Range FPV
BLD-0358,Agriculture Scout Build,FRM-0486,MTR-0105,PROP-0051,ESC-0104,BAT-0018,FC-0129,Compatible,Freestyle FPV
BLD-0359,Micro Whoop Build,FRM-0437,MTR-0400,PROP-0004,ESC-0122,BAT-0251,FC-0367,Compatible,Agriculture Monitoring
BLD-0360,Micro Whoop Build,FRM-0480,MTR-0081,PROP-0228,ESC-0054,BAT-0245,FC-0092,Compatible,Long Range FPV
BLD-0361,Agriculture Scout Build,FRM-0371,MTR-0401,PROP-0137,ESC-0299,BAT-0119,FC-0039,Compatible,Mapping / Survey
BLD-0362,3in Cinewhoop Build,FRM-0319,MTR-0236,PROP-0274,ESC-0078,BAT-0242,FC-0301,Compatible,Mapping / Survey
BLD-0363,7in Long Range Build,FRM-0129,MTR-0109,PROP-0150,ESC-0286,BAT-0026,FC-0025,Compatible,Racing FPV
BLD-0364,Micro Whoop Build,FRM-0321,MTR-0390,PROP-0018,ESC-0057,BAT-0008,FC-0307,Compatible,Cinematic FPV
BLD-0365,Agriculture Scout Build,FRM-0129,MTR-0150,PROP-0252,ESC-0085,BAT-0193,FC-0047,Compatible,Freestyle FPV
BLD-0366,3in Cinewhoop Build,FRM-0383,MTR-0161,PROP-0283,ESC-0229,BAT-0240,FC-0334,Compatible,Cinematic FPV
BLD-0367,Agriculture Scout Build,FRM-0058,MTR-0138,PROP-0249,ESC-0071,BAT-0097,FC-0111,Compatible,Racing FPV
BLD-0368,Racing Build,FRM-0411,MTR-0130,PROP-0003,ESC-0291,BAT-0210,FC-0183,Compatible,Mapping / Survey
BLD-0369,Micro Whoop Build,FRM-0066,MTR-0304,PROP-0160,ESC-0099,BAT-0097,FC-0023,Compatible,Cinematic FPV
BLD-0370,7in Long Range Build,FRM-0233,MTR-0333,PROP-0148,ESC-0105,BAT-0177,FC-0097,Compatible,Mapping / Survey
BLD-0371,Micro Whoop Build,FRM-0393,MTR-0252,PROP-0109,ESC-0206,BAT-0145,FC-0140,Compatible,Freestyle FPV
BLD-0372,3in Cinewhoop Build,FRM-0141,MTR-0127,PROP-0089,ESC-0163,BAT-0067,FC-0186,Compatible,Mapping / Survey
BLD-0373,3in Cinewhoop Build,FRM-0019,MTR-0440,PROP-0191,ESC-0238,BAT-0288,FC-0272,Compatible,Racing FPV
BLD-0374,3in Cinewhoop Build,FRM-0322,MTR-0443,PROP-0218,ESC-0099,BAT-0135,FC-0306,Compatible,Racing FPV
BLD-0375,Racing Build,FRM-0476,MTR-0392,PROP-0001,ESC-0179,BAT-0131,FC-0008,Compatible,Agriculture Monitoring
BLD-0376,Micro Whoop Build,FRM-0061,MTR-0392,PROP-0130,ESC-0280,BAT-0083,FC-0220,Compatible,Cinematic FPV
BLD-0377,5in Freestyle Build,FRM-0030,MTR-0110,PROP-0146,ESC-0076,BAT-0151,FC-0281,Compatible,Agriculture Monitoring
BLD-0378,7in Long Range Build,FRM-0189,MTR-0496,PROP-0073,ESC-0280,BAT-0111,FC-0327,Compatible,Racing FPV
BLD-0379,7in Long Range Build,FRM-0129,MTR-0477,PROP-0006,ESC-0250,BAT-0279,FC-0050,Compatible,Long Range FPV
BLD-0380,7in Long Range Build,FRM-0350,MTR-0016,PROP-0045,ESC-0172,BAT-0140,FC-0340,Compatible,Mapping / Survey
BLD-0381,5in Freestyle Build,FRM-0137,MTR-0456,PROP-0286,ESC-0025,BAT-0179,FC-0034,Compatible,Agriculture Monitoring
BLD-0382,Agriculture Scout Build,FRM-0449,MTR-0297,PROP-0068,ESC-0007,BAT-0225,FC-0120,Compatible,Agriculture Monitoring
BLD-0383,Racing Build,FRM-0254,MTR-0233,PROP-0182,ESC-0008,BAT-0168,FC-0084,Compatible,Mapping / Survey
BLD-0384,Micro Whoop Build,FRM-0310,MTR-0195,PROP-0001,ESC-0150,BAT-0183,FC-0224,Compatible,Cinematic FPV
BLD-0385,Micro Whoop Build,FRM-0237,MTR-0362,PROP-0061,ESC-0006,BAT-0110,FC-0211,Compatible,Freestyle FPV
BLD-0386,Mapping UAV Build,FRM-0073,MTR-0085,PROP-0268,ESC-0005,BAT-0066,FC-0249,Compatible,Racing FPV
BLD-0387,Racing Build,FRM-0259,MTR-0189,PROP-0144,ESC-0046,BAT-0112,FC-0252,Compatible,Agriculture Monitoring
BLD-0388,5in Freestyle Build,FRM-0201,MTR-0076,PROP-0012,ESC-0034,BAT-0169,FC-0237,Compatible,Agriculture Monitoring
BLD-0389,3in Cinewhoop Build,FRM-0089,MTR-0336,PROP-0286,ESC-0274,BAT-0005,FC-0016,Compatible,Racing FPV
